S NO,APPLICATION NUMBER,NAME OF THE CANDIDATE,AGGREGATE MARK,RANK,COMMUNITY,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
564,377903,,165.5,74824,MBC,2715,EE,MBC
565,214095,,165.5,74840,MBC,2708,ME,MBC
566,328528,,165.5,74873,MBC,2716,CS,MBC
567,456023,,165.5,74913,SC,3843,CS,SC
568,349933,,165.5,74936,MBC,2610,CB,OC
569,204125,,165.5,74968,MBC,1126,AD,MBC
570,351535,,165.5,75169,SC,3464,ME,SC
571,239770,,165.5,75203,BCM,1301,IT,BCM
572,316980,,165.5,75216,MBC,4917,AD,MBC
573,295262,,165.5,75283,BC,2611,AD,BC
574,395570,,165.5,75355,MBC,2656,SC,MBC
575,239576,,165.5,75400,BC,2717,EE,OC
576,243003,,165.5,75408,SC,2711,CE,SC
577,449601,,165.5,75424,MBC,5,CH,MBC
578,478276,,165.5,75472,MBC,2611,EC,MBC
579,312381,,165.5,75501,MBC,1325,CS,MBC
580,327872,,165,75574,BC,3833,EC,OC
581,249791,,165,75614,MBC,1422,MD,MBC
582,396570,,165,75631,MBC,3018,EX,MBC
583,235246,,165,75684,BC,2761,CS,BC
584,318770,,165,75703,SC,1412,EE,OC
585,273990,,165,75735,BC,1519,CS,OC
586,404032,,165,75810,MBC,3805,AD,MBC
587,206075,,165,75842,MBC,4960,ME,MBC
588,253808,,165,75879,MBC,2634,IT,MBC
589,325408,,165,76090,BC,2621,CS,BC
590,427940,,165,76252,MBC,1118,ME,MBC
591,488985,,165,76350,SC,2750,EV,SC
592,388350,,165,76358,SC,2726,CS,SC
593,349858,,165,76375,MBC,1512,CS,MBC
594,243271,,165,76385,MBC,3806,CS,MBC
595,493004,,165,76388,SC,2647,CS,OC
596,470907,,165,76408,SC,5911,CS,OC
597,312388,,165,76502,BC,5545,CS,OC
598,291674,,165,76584,BC,3805,SC,BC
599,293409,,165,76644,BC,1413,CB,BC
600,387219,,165,76658,MBC,2347,EE,OC
601,489750,,165,76662,MBC,5842,AD,MBC
602,360675,,165,76666,SC,3786,IT,OC
603,477416,,165,76705,MBC,2715,AD,MBC
604,234950,,165,76727,BC,1114,EE,BC
605,458528,,165,76770,MBC,2608,EE,MBC
606,343410,,165,76841,MBC,2731,BM,OC
607,450244,,165,76844,MBC,3817,EC,OC
608,361968,,164.5,76951,BC,2651,EC,BC
609,217534,,164.5,76957,BC,2732,AD,OC
610,347318,,164.5,76995,BC,4993,EC,OC
611,393684,,164.5,77041,BC,3795,CE,OC
612,275103,,164.5,77087,BC,1408,EC,BC
613,489554,,164.5,77099,BC,1325,SC,BC
614,436752,,164.5,77104,BC,2715,EE,BC
615,454969,,164.5,77187,BC,2753,EC,BC
616,270083,,164.5,77218,MBC,3805,CS,MBC
617,409147,,164.5,77243,BC,2673,SC,BC
618,349188,,164.5,77271,MBC,5986,ME,MBC
619,444751,,164.5,77346,BC,3454,CS,BC
620,429258,,164.5,77365,ST,2347,CS,OC
621,350937,,164.5,77392,SC,1322,CS,SC
622,242188,,164.5,77418,MBC,2741,AD,MBC
623,250421,,164.5,77529,BC,3410,CS,BC
624,227611,,164.5,77585,BC,2763,EC,BC
625,350617,,164.5,77592,BC,1218,CS,BC
626,204869,,164.5,77641,BC,5842,CE,OC
627,316982,,164.5,77676,MBC,2357,AD,MBC
628,257796,,164.5,77718,MBC,2611,AM,MBC
629,261464,,164.5,77719,MBC,2621,AD,MBC
630,360256,,164.5,77769,MBC,2347,IT,OC
631,400333,,164.5,77827,BC,5904,EE,OC
632,434473,,164.5,77853,BC,1322,IT,BC
633,361274,,164.5,77996,MBC,1202,CS,MBC
634,460452,,164.5,78007,BC,2601,EC,BC
635,313084,,164.5,78020,MBC,2749,SC,OC
636,253456,,164.5,78025,BC,2640,EC,OC
637,331105,,164.5,78039,MBC,2621,CS,MBC
638,489905,,164.5,78041,SC,3454,AD,SC
639,406634,,164.5,78196,SC,5022,CS,SC
640,258234,,164.5,78221,MBC,1409,BM,OC
641,232537,,164.5,78228,BC,2642,CS,BC
642,373520,,164.5,78273,BC,3805,CS,BC
643,228979,,164,78443,SC,2726,EC,SC
644,281483,,164,78445,MBC,2776,SC,MBC
645,345574,,164,78468,MBC,1126,AD,MBC
646,253629,,164,78495,MBC,1437,CS,OC
647,268965,,164,78503,BCM,4917,CD,BCM
648,304335,,164,78524,BCM,2345,EC,BCM
649,255712,,164,78663,MBC,1137,IT,MBC
650,250632,,164,78713,BC,2623,CS,OC
651,273457,,164,78723,BCM,4961,CS,OC
652,446186,,164,78732,MBC,1510,AD,MBC
653,332259,,164,78736,ST,3011,AM,ST
654,291812,,164,78792,BC,2753,CS,BC
655,318881,,164,78838,BC,1412,AD,BC
656,328913,,164,78920,BC,2621,CS,BC
657,230991,,164,78945,BC,2621,CS,BC
658,497972,,164,78971,BC,3826,BM,BC
659,393436,,164,79020,MBC,2642,IT,MBC
660,452612,,164,79036,MBC,3454,AG,OC
661,401361,,164,79128,MBC,3021,XC,OC
662,385577,,164,79138,MBC,2625,ME,OC
663,284017,,164,79165,MBC,1303,CS,MBC
664,335855,,164,79199,MBC,2617,EC,MBC
665,368762,,164,79493,BC,5502,CE,OC
666,446784,,164,79510,MBC,2342,IT,OC
667,284302,,164,79658,MBC,2642,CS,MBC
668,283037,,164,79665,MBC,2776,AD,MBC
669,471869,,164,79719,MBC,2673,EC,MBC
670,341766,,164,79727,MBC,2625,EC,OC
671,366535,,163.5,79795,MBC,3011,MB,MBC
672,295891,,163.5,79818,MBC,2748,AM,OC
673,459206,,163.5,79824,MBC,1301,AD,MBC
674,299605,,163.5,79847,BC,2762,ME,OC
675,416514,,163.5,79934,SC,1322,IT,SC
676,495207,,163.5,79973,BC,2716,AD,BC
677,298950,,163.5,80065,MBC,2357,EC,MBC
678,479803,,163.5,80333,MBC,2769,EC,MBC
679,327413,,163.5,80344,BC,1512,CS,BC
680,485455,,163.5,80390,SCA,2708,CS,SCA
681,447562,,163.5,80457,MBC,3461,IT,OC
682,427877,,163.5,80527,MBC,2634,AM,OC
683,355577,,163.5,80530,BC,1226,AD,BC
684,343863,,163.5,80610,MBC,3805,AD,MBC
685,337144,,163.5,80631,SC,2704,IT,SC
686,416998,,163.5,80635,MBC,2609,CS,MBC
687,307160,,163.5,80666,BCM,3815,AD,OC
688,411983,,163.5,80680,BC,5832,EC,OC
689,269570,,163.5,80699,SC,5930,EC,OC
690,389249,,163.5,80729,MBC,1409,CS,MBC
691,361067,,163.5,80788,SC,3701,EC,SC
692,236421,,163.5,80851,SC,2711,EC,SC
693,366666,,163.5,80943,MBC,2723,EE,MBC
694,384795,,163.5,80956,BC,2749,AD,BC
695,313666,,163.5,81061,MBC,2745,AD,MBC
696,367732,,163,81260,BC,2707,CS,BC
697,442774,,163,81281,BC,4980,CS,BC
698,460283,,163,81299,MBC,2634,CJ,OC
699,352435,,163,81396,MBC,1504,EE,OC
700,259950,,163,81433,MBC,5545,AD,OC
701,253340,,163,81452,BC,2611,CY,BC
702,406946,,163,81465,SC,5910,CS,SC
703,236326,,163,81514,MBC,1137,EE,MBC
704,350868,,163,81524,BC,2611,EC,BC
705,456554,,163,81593,MBC,1504,CS,MBC
706,394366,,163,81620,SC,2658,CS,OC
707,446705,,163,81627,BC,4917,CE,BC
708,405298,,163,81856,SC,2653,EC,SC
709,263594,,163,81960,BC,4971,EE,BC
710,219642,,163,82025,MBC,1405,CS,MBC
711,395455,,163,82026,BC,3454,ME,OC
712,338321,,163,82124,MBC,1412,EC,MBC
713,346771,,163,82127,SC,2618,AD,SC
714,486104,,163,82157,SC,2743,AD,SC
715,201366,,163,82171,BC,4672,CS,BC
716,425256,,163,82214,MBC,2640,EC,OC
717,363105,,163,82249,MBC,2749,AD,MBC
718,331458,,163,82262,SCA,2718,AD,SCA
719,247827,,163,82293,BC,2608,CE,BC
720,465090,,163,82318,BC,2643,AD,OC
721,225597,,163,82358,SCA,2652,AD,OC
722,373851,,163,82364,MBC,4954,IT,MBC
723,252688,,163,82400,MBC,2621,AM,MBC
724,362267,,163,82436,BCM,1316,IT,BCM
725,484044,,163,82456,BC,3782,CS,OC
726,471654,,163,82491,MBC,3018,ME,OC
727,481070,,163,82532,MBC,2639,IT,OC
728,270185,,163,82546,BC,4959,BT,BC
729,474803,,162.5,82651,BC,1301,IT,BC
730,340350,,162.5,82737,MBC,1126,AD,MBC
731,317167,,162.5,82776,MBC,2732,IT,OC
732,265189,,162.5,82802,MBC,5865,CS,MBC
733,378245,,162.5,82805,BCM,1015,EC,BCM
734,263999,,162.5,82845,SC,1210,AD,SC
735,409111,,162.5,82896,MBC,3806,CE,OC
736,238131,,162.5,82937,BC,1431,SC,BC
737,407711,,162.5,82943,SC,3810,CS,OC
738,315293,,162.5,82945,MBC,4960,CE,MBC
739,477959,,162.5,82972,MBC,4024,EE,MBC
740,303647,,162.5,82989,BC,5530,SC,BC
741,239793,,162.5,83002,BC,4677,CS,OC
742,414356,,162.5,83056,MBC,2673,IT,MBC
743,409652,,162.5,83085,MBC,2772,AD,OC
744,499992,,162.5,83242,SCA,3465,EE,SCA
745,278431,,162.5,83283,BCM,1114,EV,BCM
746,208354,,162.5,83313,MBC,2753,CS,MBC
747,480261,,162.5,83315,BC,2643,IT,OC
748,373941,,162.5,83344,BC,3825,AD,BC
749,258944,,162.5,83415,BC,1431,AD,BC
750,307396,,162.5,83448,BC,4676,CS,BC
751,435334,,162.5,83481,MBC,4023,XC,OC
752,479281,,162.5,83486,BC,3829,EC,OC
753,230157,,162.5,83665,SC,2636,EC,SC
754,392781,,162.5,83687,MBC,1505,IT,MBC
755,367097,,162.5,83719,MBC,2749,CS,MBC
756,280937,,162.5,83797,MBC,2755,FD,MBC
757,430033,,162.5,83860,BC,2347,CS,OC
758,278126,,162.5,83887,BCM,5915,EC,OC
759,201852,,162.5,83916,BC,3019,EE,BC
760,214675,,162,84034,MBC,4982,CS,OC
761,291116,,162,84079,BC,2634,CS,BC
762,204453,,162,84080,MBC,2776,AD,MBC
763,420655,,162,84104,BC,2656,ME,OC
764,467441,,162,84116,MBC,2642,CS,MBC
765,371369,,162,84213,MBC,4670,CS,MBC
766,329871,,162,84256,MBC,1510,CS,OC
767,310876,,162,84267,MBC,2611,CS,MBC
768,236733,,162,84302,BCM,3826,IT,BCM
769,253980,,162,84369,MBC,2617,AD,MBC
770,272736,,162,84380,MBC,2762,AD,MBC
771,462051,,162,84413,SC,1420,IT,SC
772,407061,,162,84435,BCM,2611,AE,BCM
773,490925,,162,84477,BC,2601,CS,BC
774,267220,,162,84480,MBC,2357,EC,MBC
775,359555,,162,84537,MBC,2609,EC,MBC
776,231013,,162,84645,MBC,3831,AD,OC
777,346809,,162,84665,BC,3782,EC,OC
778,489882,,162,84679,MBC,3860,EC,OC
779,479687,,162,84719,BC,2643,EE,OC
780,297238,,162,84727,BC,2707,EC,BC
781,377147,,162,84751,MBC,3701,EE,MBC
782,500593,,162,84797,BC,2648,IT,OC
783,218126,,162,84834,MBC,1013,ME,MBC
784,400478,,162,85003,SC,1210,IT,SC
785,231651,,162,85169,MBC,2642,CS,MBC
786,384441,,162,85171,BC,2704,CE,BC
787,345793,,162,85222,BC,5865,EC,BC
788,457960,,162,85291,BC,5914,AD,OC
789,288317,,162,85305,MBC,4955,CS,MBC
790,414860,,162,85364,SC,3908,IT,SC
791,420007,,162,85419,SC,1412,CS,SC
792,403971,,162,85428,MBC,4960,ME,MBC
793,234193,,161.71,85444,BC,3011,CK,BC
794,231344,,161.5,85449,BC,4981,EC,BC
795,306433,,161.5,85480,MBC,3830,EE,MBC
796,367252,,161.5,85533,BC,2611,AD,BC
797,411156,,161.5,85556,BC,1322,IT,BC
798,297479,,161.5,85589,BC,4944,AD,BC
799,497121,,161.5,85601,SC,2706,AM,SC
800,332687,,161.5,85641,MBC,2741,CS,MBC
801,380313,,161.5,85654,BC,4676,EC,OC
802,454859,,161.5,85666,MBC,3829,CE,OC
803,461563,,161.5,85753,MBC,1212,AD,OC
804,432001,,161.5,85757,MBC,2610,CE,OC
805,356251,,161.5,85783,MBC,1405,EC,MBC
806,339767,,161.5,85820,MBC,1517,IT,OC
807,253673,,161.5,85871,SCA,2656,CE,SC
808,359517,,161.5,85882,BC,4917,CD,BC
809,407925,,161.5,85883,BC,5865,EC,BC
810,408065,,161.5,85904,BC,3804,CS,BC
811,427435,,161.5,85924,MBC,1426,CS,OC
812,245883,,161.5,85955,SC,1149,AM,SC
813,394377,,161.5,85956,BC,2715,IT,BC
814,243864,,161.5,85990,BC,2763,CS,BC
815,201821,,161.5,86068,BC,2745,EC,BC
816,463698,,161.5,86084,SCA,2624,EC,OC
817,274644,,161.5,86143,SC,5910,CS,SC
818,484453,,161.5,86209,BC,2610,AD,OC
819,266632,,161.5,86236,MBC,4917,IT,MBC
820,201631,,161.5,86244,MBC,1202,IT,OC
821,317791,,161.5,86266,MBC,1523,AD,MBC
822,424280,,161.5,86342,MBC,4999,AD,OC
823,255906,,161.5,86370,SC,1322,AD,SC
824,262904,,161.5,86422,BC,1420,CS,BC
825,347308,,161.5,86441,MBC,3829,EC,OC
826,275633,,161.5,86470,BC,1110,CB,BC
827,303170,,161.5,86479,BC,2648,IT,BC
828,466102,,161.5,86487,OC,5017,EF,OC
829,268772,,161.5,86504,BC,2737,AD,BC
830,381859,,161.5,86552,MBC,4941,CS,OC
831,437980,,161.5,86599,BC,5930,CS,OC
832,377624,,161.5,86641,SC,1437,CS,OC
833,465347,,161.5,86711,MBC,3461,ME,OC
834,466966,,161.5,86723,MBC,1241,AM,OC
835,444610,,161.5,86799,SC,1413,EV,OC
836,263891,,161,87042,BC,2342,AD,BC
837,357338,,161,87043,SC,3464,ME,SC
838,425749,,161,87077,MBC,2749,EC,MBC
839,360598,,161,87105,BCM,5921,CB,OC
840,311359,,161,87133,BC,3011,MB,BC
841,395802,,161,87175,MBC,2642,AD,MBC
842,262882,,161,87180,MBC,2608,EE,MBC
843,353125,,161,87195,MBC,1405,EC,MBC
844,487078,,161,87318,MBC,5935,CS,MBC
845,418840,,161,87379,SC,1419,EE,SC
846,271381,,161,87473,MBC,5,ME,MBC
847,483114,,161,87530,MBC,5935,CS,MBC
848,289971,,161,87584,BC,3011,CK,BC
849,486483,,161,87613,BC,4680,CE,OC
850,261520,,161,87623,BC,3805,AD,BC
851,239093,,161,87637,BC,4917,EE,BC
852,303916,,161,87722,SC,4955,CS,SC
853,227915,,161,87753,BC,1405,AD,BC
854,299674,,161,87785,BC,1123,MU,OC
855,311991,,161,87788,SC,2704,CS,SC
856,354645,,161,87815,MBC,1322,AD,MBC
857,307236,,161,87853,MBC,2625,CS,OC
858,484257,,161,87855,OC,4675,AD,OC
859,337079,,161,87883,BC,2643,IT,OC
860,375872,,161,87959,BC,5,CH,BC
861,237622,,161,87968,BC,4980,ME,OC
862,498606,,161,87981,SCA,2624,IT,OC
863,461133,,161,87985,MBC,1115,AD,MBC
864,233820,,161,87987,BC,5832,AM,OC
865,463002,,161,88027,BC,2673,IT,BC
866,497227,,161,88078,MBC,3466,CS,OC
867,346901,,161,88163,BCM,3844,EC,OC
868,393128,,161,88188,BC,3805,SC,BC
869,423994,,161,88264,MBC,4949,CS,OC
870,365630,,161,88306,BC,1504,IT,BC
871,437103,,161,88313,ST,3826,EC,ST
872,349070,,160.5,88380,BC,1202,CS,BC
873,357051,,160.5,88490,MBC,4024,EE,MBC
874,232559,,160.5,88495,BC,2608,EE,BC
875,371489,,160.5,88543,BC,2622,ME,BC
876,353390,,160.5,88547,BC,2613,EE,BC
877,327775,,160.5,88566,MBC,1512,CS,MBC
878,206669,,160.5,88587,BC,3805,IT,BC
879,271278,,160.5,88594,BC,2705,AD,BC
880,326467,,160.5,88617,BC,1512,EE,OC
881,357196,,160.5,88642,BC,2621,CS,BC
882,464159,,160.5,88651,MBC,2776,AD,MBC
883,453320,,160.5,88662,MBC,1110,EC,MBC
884,224040,,160.5,88704,MBC,2639,CS,OC
885,427425,,160.5,88732,BC,4970,CS,BC
886,320140,,160.5,88740,MBC,2621,CS,MBC
887,332788,,160.5,88799,MBC,2726,MO,MBC
888,429777,,160.5,88823,MBC,2611,AD,MBC
889,246368,,160.5,88873,BC,1303,CS,BC
890,299101,,160.5,88879,BC,2643,AD,OC
891,302132,,160.5,88923,BC,5865,EE,OC
892,439305,,160.5,88951,MBC,2653,ME,MBC
893,398758,,160.5,88985,BC,2622,ME,BC
894,489875,,160.5,89032,MBC,5988,CS,OC
895,370017,,160.5,89086,MBC,5907,AM,MBC
896,304750,,160.5,89139,BC,4928,CS,BC
897,493791,,160.5,89141,MBC,4971,CS,MBC
898,432903,,160.5,89229,MBC,1449,CS,OC
899,350533,,160.5,89244,BC,2611,CS,BC
900,375312,,160.5,89245,BCM,2776,EC,BCM
901,368541,,160.5,89304,MBC,2769,AD,MBC
902,410424,,160.5,89377,BC,3908,IT,BC
903,240542,,160.5,89394,BC,2611,CS,BC
904,214348,,160.5,89410,BC,5,EI,BC
905,206391,,160.5,89411,BC,2723,BM,BC
906,452933,,160.5,89474,SC,2646,EE,OC
907,316653,,160.5,89504,BC,2729,MZ,BC
908,417626,,160.5,89603,MBC,2620,EC,MBC
909,449503,,160.5,89634,MBC,1428,IT,OC
910,464727,,160.5,89637,MBC,1412,EC,MBC
911,423544,,160.5,89654,MBC,2776,EC,MBC
912,261954,,160.5,89674,BC,2776,AM,OC
913,499070,,160.5,89691,SC,5022,CS,SC
914,450819,,160.5,89713,BC,2673,SC,BC
915,465403,,160.5,89738,BC,1504,AD,BC
916,392185,,160,89881,BC,3806,EC,BC
917,283945,,160,89886,BC,1420,SC,BC
918,291384,,160,89986,MBC,1207,CS,MBC
919,205465,,160,89992,BC,2715,CI,BC
920,412228,,160,90016,MBC,1401,EC,OC
921,247650,,160,90128,BC,4978,AM,OC
922,317955,,160,90136,MBC,2638,CS,OC
923,425741,,160,90150,SC,5017,CS,SC
924,470169,,160,90164,BC,2611,CS,BC
925,249177,,160,90175,SC,2611,CS,SC
926,411327,,160,90233,BC,2611,CS,BC
927,263173,,160,90358,SCA,2702,EE,SCA
928,469538,,160,90365,SCA,2006,MY,SCA
929,340258,,160,90407,MBC,2769,AD,MBC
930,340760,,160,90485,MBC,2723,MD,MBC
931,290138,,160,90505,BC,2617,CS,BC
932,460790,,160,90530,BC,4981,CS,BC
933,263409,,160,90543,MBC,1504,CS,MBC
934,260500,,160,90544,MBC,1316,IT,MBC
935,278873,,160,90569,MBC,1014,CE,MBC
936,405919,,160,90614,SC,3018,CS,SC
937,441539,,160,90666,MBC,1218,CS,MBC
938,339001,,160,90672,MBC,1421,EC,OC
939,350610,,160,90716,BC,1325,CS,BC
940,367933,,160,90719,BC,1325,EC,BC
941,284989,,160,90725,BCM,2621,EC,BCM
942,425171,,160,90820,MBC,2707,CS,MBC
943,475119,,160,90826,BC,2643,CS,OC
944,340532,,160,90834,BC,4864,EC,OC
945,303601,,160,90855,SC,1113,CE,SC
946,230365,,160,90905,BC,1512,EE,OC
947,306498,,160,90913,MBC,1101,EC,MBC
948,379817,,160,90917,BC,2716,IT,BC
949,460256,,160,90920,MBC,4917,AD,MBC
950,468492,,160,90943,SC,1445,CS,OC
951,420694,,160,90946,ST,2634,ME,OC
952,351205,,160,90988,BC,2620,IT,BC
953,443937,,160,90992,MBC,1126,AD,MBC
954,471805,,160,91005,BCM,2715,EC,BCM
955,237099,,160,91063,MBC,3806,EC,MBC
956,348353,,160,91090,MBC,3817,AD,MBC
957,438519,,160,91116,BCM,3018,CS,BCM
958,444272,,160,91128,MBC,2749,AD,MBC
959,457782,,159.5,91165,SC,5986,SC,SC
960,296146,,159.5,91234,SC,2628,CS,SC
961,437481,,159.5,91245,BC,2643,CS,OC
962,380902,,159.5,91264,MBC,3021,EE,MBC
963,435871,,159.5,91275,BC,5530,AM,BC
964,321362,,159.5,91300,SC,1509,IT,SC
965,362324,,159.5,91386,BC,2737,AD,BC
966,350710,,159.5,91391,SC,2611,AD,SC
967,420227,,159.5,91417,BC,4675,EC,OC
968,257675,,159.5,91440,BC,4676,EC,OC
969,472566,,159.5,91448,BC,2622,CE,OC
970,501857,,159.5,91465,MBC,2639,CS,OC
971,261061,,159.5,91488,BC,4946,EC,OC
972,233856,,159.5,91500,BC,2753,AD,BC
973,257686,,159.5,91551,BCM,3908,CS,BCM
974,218294,,159.5,91558,SC,3701,EC,SC
975,473513,,159.5,91575,BC,3805,AD,BC
976,275289,,159.5,91579,MBC,5832,IT,MBC
977,246993,,159.5,91581,MBC,2608,ME,OC
978,402798,,159.5,91619,BC,3018,EX,BC
979,274988,,159.5,91681,BC,1412,CS,BC
980,438558,,159.5,91689,MBC,2611,CS,MBC
981,268979,,159.5,91745,SCA,4960,EC,SCA
982,295239,,159.5,91764,MBC,2622,ME,MBC
983,463405,,159.5,91771,BC,5904,EE,OC
984,335525,,159.5,91833,MBC,1225,ME,OC
985,457142,,159.5,91841,MBC,2639,CS,OC
986,384181,,159.5,91855,BC,2708,ME,BC
987,223675,,159.5,91863,MBC,1431,CS,MBC
988,498633,,159.5,91900,MBC,2642,EC,MBC
989,493881,,159.5,91994,MBC,2625,CS,OC
990,435727,,159.5,92082,MBC,3843,CS,MBC
991,421143,,159.5,92087,MBC,3857,AG,OC
992,442901,,159.5,92094,MBC,2716,CS,MBC
993,333899,,159.5,92098,BC,5017,EF,BC
994,236767,,159.5,92107,MBC,1504,CS,MBC
995,427220,,159.5,92112,BC,4955,EE,BC
996,286964,,159.5,92146,BC,1118,BM,BC
997,224634,,159.5,92175,BC,1127,EC,OC
998,236305,,159.5,92183,BC,2744,EE,BC
999,359449,,159.5,92210,BC,1504,EC,BC
1000,236712,,159.5,92214,BC,4680,CS,BC
1001,271061,,159.5,92231,MBC,1507,CS,MBC
1002,247823,,159.5,92365,BC,1431,IT,BC
1003,455278,,159.5,92384,MBC,1325,SC,MBC
1004,393607,,159.5,92414,SC,5,EE,SC
1005,241220,,159.5,92424,BC,4917,CD,BC
1006,457636,,159.5,92439,MBC,1421,CS,MBC
1007,361440,,159.5,92466,MBC,2338,BM,OC
1008,396891,,159.5,92524,MBC,3786,IT,OC
1009,272671,,159.42,92552,MBC,2621,AD,MBC
1010,461200,,159,92566,BCM,2776,AD,BCM
1011,332056,,159,92599,BC,3810,CS,BC
1012,254793,,159,92608,MBC,5942,AD,OC
1013,286884,,159,92617,MBC,1233,EC,OC
1014,438702,,159,92635,MBC,1518,EE,OC
1015,344217,,159,92645,BC,2707,AM,BC
1016,400284,,159,92667,BC,2772,AD,OC
1017,393504,,159,92711,BC,4672,AD,OC
1018,398831,,159,92761,SC,2708,EC,SC
1019,377154,,159,92855,BC,2713,EE,OC
1020,458954,,159,92985,BC,2621,AD,BC
1021,417311,,159,92986,MBC,2650,CS,OC
1022,380878,,159,93012,MBC,1405,AD,MBC
1023,470417,,159,93067,BCM,3843,AM,BCM
1024,468186,,159,93095,BC,1237,MZ,BC
1025,311725,,159,93110,BC,2634,CS,BC
1026,306987,,159,93115,BC,3908,AD,BC
1027,355651,,159,93141,BCM,5546,CS,OC
1028,296446,,159,93204,MBC,2769,AD,MBC
1029,280833,,159,93275,MBC,2762,CB,MBC
1030,397758,,159,93300,MBC,2347,EE,OC
1031,445994,,159,93302,MBC,2601,CS,MBC
1032,362631,,159,93343,SC,2601,AD,SC
1033,277249,,159,93348,BC,4933,CS,OC
1034,381736,,159,93369,BCM,3908,AD,BCM
1035,292081,,159,93376,BC,2715,CI,BC
1036,301579,,159,93439,SC,1520,CS,SC
1037,304050,,159,93457,BC,1203,AM,OC
1038,227364,,159,93549,BC,2708,AG,BC
1039,269096,,159,93561,BC,1509,EI,OC
1040,413447,,159,93599,SC,3019,EC,SC
1041,396658,,159,93608,BC,3841,DA,OC
1042,343515,,159,93632,MBC,1504,CS,MBC
1043,306369,,159,93642,BC,5988,CS,OC
1044,335085,,159,93652,BC,2708,ME,BC
1045,393032,,159,93664,OC,1203,SC,OC
1046,444390,,159,93696,BCM,1311,AO,BCM
1047,253267,,159,93737,BC,2630,AD,BC
1048,372187,,159,93744,BC,1505,EC,BC
1049,476784,,159,93833,MBC,2611,AM,MBC
1050,296876,,159,93862,MBC,3841,CS,MBC
1051,351485,,159,93880,MBC,2611,AD,MBC
1052,289673,,159,93925,MBC,2347,EE,OC
1053,438682,,159,93943,BC,2611,CS,BC
1054,301112,,159,93961,SC,1412,AD,SC
1055,391978,,159,93967,MBC,2636,IT,OC
1056,480003,,159,93975,BC,2643,CS,OC
1057,202364,,159,94000,MBC,5,ME,MBC
1058,364381,,159,94022,BC,2621,CS,BC
1059,433443,,158.5,94097,MBC,4960,ME,MBC
1060,484088,,158.5,94137,SC,5009,ME,SC
1061,299732,,158.5,94168,MBC,2632,CS,OC
1062,395099,,158.5,94173,MBC,1122,BT,MBC
1063,479638,,158.5,94176,MBC,2768,CS,OC
1064,258296,,158.5,94220,MBC,1420,CS,MBC
1065,415757,,158.5,94260,SC,2613,SC,SC
1066,269097,,158.5,94265,BC,2761,AD,BC
1067,326563,,158.5,94296,BC,2716,CS,BC
1068,291381,,158.5,94311,BC,3807,AD,BC
1069,336680,,158.5,94318,MBC,2715,CE,OC
1070,429259,,158.5,94324,BCM,2643,EC,OC
1071,231863,,158.5,94373,BC,2715,IT,BC
1072,345196,,158.5,94409,BC,2776,AD,BC
1073,389717,,158.5,94467,MBC,2621,CS,MBC
1074,486312,,158.5,94485,SCA,2347,EC,OC
1075,362994,,158.5,94496,SC,2708,AL,SC
1076,215056,,158.5,94541,MBC,1431,CS,MBC
1077,242784,,158.5,94586,BC,2636,AD,OC
1078,329347,,158.5,94606,BC,3454,CS,BC
1079,245104,,158.5,94637,BC,2763,EC,BC
1080,294856,,158.5,94723,BC,2611,BT,OC
1081,347835,,158.5,94742,BC,5913,CS,OC
1082,366499,,158.5,94759,MBC,2347,EC,OC
1083,425546,,158.5,94797,MBC,2715,IT,MBC
1084,462340,,158.5,94861,MBC,3826,BM,MBC
1085,312638,,158.5,94948,SC,2709,AU,SC
1086,450046,,158.5,94958,MBC,2642,EC,MBC
1087,232400,,158.5,95014,MBC,2707,CS,MBC
1088,425915,,158.5,95020,BC,1452,CS,OC
1089,291376,,158.5,95028,BC,2721,AD,BC
1090,446351,,158.5,95070,MBC,2634,AG,OC
1091,252679,,158.5,95179,MBC,5,CH,MBC
1092,404739,,158.5,95186,BC,2708,CE,BC
1093,365951,,158.5,95274,MBC,1412,CB,MBC
1094,366479,,158.5,95327,BC,2768,AO,OC
1095,377614,,158.5,95342,MBC,2622,EE,MBC
1096,394298,,158.5,95356,SC,1015,EC,SC
1097,397445,,158.5,95370,SC,2643,CS,OC
1098,353445,,158.5,95427,BC,2744,EE,BC
1099,428416,,158.5,95437,BC,1520,AM,BC
1100,486518,,158.5,95442,BC,1322,AD,BC
1101,260100,,158.5,95488,SC,1149,AM,SC
1102,283208,,158.5,95490,BC,2721,AD,BC
1103,447458,,158.04,95496,SC,2329,IT,SC
1104,435919,,158,95503,MBC,3822,AD,OC
1105,489205,,158,95505,SC,2749,BM,OC
1106,452492,,158,95522,SC,2748,AD,OC
1107,340260,,158,95533,MBC,1501,IT,MBC
1108,327632,,158,95538,BC,2608,ME,OC
1109,417980,,158,95550,OC,1217,EC,OC
1110,234731,,158,95598,MBC,2608,CE,MBC
1111,427765,,158,95618,BC,2743,FD,BC
1112,297424,,158,95644,MBC,1420,CS,MBC
1113,456195,,158,95669,SCA,2618,EE,SCA
1114,448633,,158,95704,BC,4680,EE,OC
1115,399010,,158,95711,BC,2342,IT,OC
1116,418224,,158,95722,SC,2725,CS,SC
1117,335612,,158,95774,MBC,2776,AM,MBC
1118,242570,,158,95822,BC,5530,EE,OC
